forum_url,thread,thread_url,forum
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,"Twin Vew, Whistler Grand, 4 Ave, Mayfair Garden",https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/twin-vew-whistler-grand-4-ave-mayfair-garden-6002906.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Two conservation shophouses at Clarke Quay up for sale at $6.2 mil each,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/two-conservation-shophouses-clarke-quay-up-sale-%246-2-mil-each-6405609.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,"Two office floors in Samsung Hub going for record $4,000 psf",https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/two-office-floors-samsung-hub-going-record-%244-000-psf-6362170.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Two strata office floors at GB Building on Cecil Street for sale,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/two-strata-office-floors-gb-building-cecil-street-sale-6315174.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Two strata office floors at Suntec Tower 2 going for $76 mil,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/two-strata-office-floors-suntec-tower-2-going-%2476-mil-6462565.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Two-bedder at One Shenton on the market for $1.65 mil,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/two-bedder-one-shenton-market-%241-65-mil-6457873.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Two-bedder at Southbank on the market for $1.68 mil,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/two-bedder-southbank-market-%241-68-mil-6450443.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Two-bedder with patio at The Rochester Residences on sale for $2 mil,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/two-bedder-patio-rochester-residences-sale-%242-mil-6362797.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Two-storey industrial building near Tuas Second Link on sale for $8 mil,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/two-storey-industrial-building-near-tuas-second-link-sale-%248-mil-6368385.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Unit at Ardmore Park earns $3.1 mil profit,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/unit-ardmore-park-earns-%243-1-mil-profit-6392554.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Unit at Cavenagh Gardens reaps $1.24 mil profit,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/unit-cavenagh-gardens-reaps-%241-24-mil-profit-6331669.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Unit at Elizabeth Heights reaps $2.7 mil profit,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/unit-elizabeth-heights-reaps-%242-7-mil-profit-6396277.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Unit at Fontana Heights sold for $3.68 mil profit,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/unit-fontana-heights-sold-%243-68-mil-profit-6411981.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Unit at Nassim Park Residences asking for $13.98 mil,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/unit-nassim-park-residences-asking-%2413-98-mil-6415551.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Unit at Orchard Scotts incurs $2.5 mil loss,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/unit-orchard-scotts-incurs-%242-5-mil-loss-6327801.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Unit at Pandan Valley sold for $1.62 mil profit,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/unit-pandan-valley-sold-%241-62-mil-profit-6425096.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Unit at Soleil @ Sinaran incurs $2.26 mil loss,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/unit-soleil-%40-sinaran-incurs-%242-26-mil-loss-6358093.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Unit at The Sea View reaps $1.5 mil profit,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/unit-sea-view-reaps-%241-5-mil-profit-6367046.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Unit at The Tessarina sold for $1.32 mil profit,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/unit-tessarina-sold-%241-32-mil-profit-6416129.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,"Unit on main road with bus stop, would you or wouldn't you?",https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/unit-main-road-bus-stop-would-you-wouldnt-you-5901215.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,UOL Group suffers $82.1 mil loss in 1H2020,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/uol-group-suffers-%2482-1-mil-loss-1h2020-6359816.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,"UOL sells 70% of units at Clavon on launch weekend at an average of $1,640 psf",https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/uol-sells-70%25-units-clavon-launch-weekend-average-%241-640-psf-6429995.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,"UOL to preview Clementi project Clavon on Nov 28, prices from $1,475 psf",https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/uol-preview-clementi-project-clavon-nov-28-prices-%241-475-psf-6420355.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Upcoming Canberra Drive Condo by UOL,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/upcoming-canberra-drive-condo-uol-6432578.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Upgrading from HDB - Can agent reserve a unit for me until my MOP finish?,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/upgrading-hdb-can-agent-%93reserve%94-unit-me-until-my-mop-finish-6461887.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Uptown @ Farrer Park,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/uptown-%40-farrer-park-6459731.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Uptown at Farrer,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/uptown-farrer-6336130.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,URA changes development charges: What does it mean to property buyers?,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/ura-changes-development-charges-what-does-mean-property-buyers-6475288.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,"URA land sale at AMK Ave 1,near Shangri-la Walk",https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/ura-land-sale-amk-ave-1-near-shangri-la-walk-6417887.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,URA Master Plan Implementation Timeline?,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/ura-master-plan-implementation-timeline-6287448.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Urban Treasures | Freehold at Eunos,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/urban-treasures-%7C-freehold-eunos-6145128.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Urban Vista & The Glades,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/urban-vista-glades-6452375.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,US$ 1M Apartment in Midtown NYC,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/us%24-1m-apartment-midtown-nyc-6289802.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Valuation fee for condo when taking bank loan,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/valuation-fee-condo-when-taking-bank-loan-6478154.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Verdale at De Souza Avenue,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/verdale-de-souza-avenue-6356183.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,View @ Kismis worth looking at?,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/view-%40-kismis-worth-looking-6350093.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,"Viva Vista duplex penthouse on sale for $970,000",https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/viva-vista-duplex-penthouse-sale-%24970-000-a-6376734.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Viz Branz CEO Ben Chng buys Swettenham Close GCB for $48 million,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/viz-branz-ceo-ben-chng-buys-swettenham-close-gcb-%2448-million-6461949.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Walao... condo and BTO delay thanks to Malaysia lockdown,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/walao-condo-bto-delay-thanks-malaysia-lockdown-6231793.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Waterbank & Dakota,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/waterbank-dakota-6403569.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,"Wenul to launch Mooi Residences at an average of $2,600 psf",https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/wenul-launch-mooi-residences-average-%242-600-psf-6344778.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,West Sun - Need you experts Advice,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/west-sun-need-you-experts-advice-6015093.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,What are the list of things you guys normally look out for in house viewings?,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/what-list-things-you-guys-normally-look-out-house-viewings-6358645.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Which condo to choose?,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/condo-choose-6356637.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Which Direction Will Property Prices Go ?,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/direction-will-property-prices-go-6382009.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Which new launch would you buy and why,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/new-launch-would-you-buy-why-6347998.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Which of the following would u choose for a $1m property?,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/following-would-u-choose-%241m-property-6435384.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Which upcoming new launch would you buy and why,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/upcoming-new-launch-would-you-buy-why-6347997.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,Young resale HDB in non-mature estates vs old resale HDB near city,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/young-resale-hdb-non-mature-estates-vs-old-resale-hdb-near-city-6248490.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,$ involved upon selling flat and buying of 2nd BTO,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%24-involved-upon-selling-flat-buying-2nd-bto-6430008.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,$1100/sqft EC penthouse in Punggol,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%241100-sqft-ec-penthouse-punggol-6208250.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[[ Official August 2021 BTO ]],https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5B%5B-official-august-2021-bto-%5D%5D-6460112.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[Advice Needed] Condo vs Resale HDB,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Badvice-needed%5D-condo-vs-resale-hdb-6328926.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,"[Advice needed] Sold my HDB, resale condo vs new launch (& rent)",https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Badvice-needed%5D-sold-my-hdb-resale-condo-vs-new-launch-rent-6369318.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[Analysis] How the deep recession will affect the property market in Singapore,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Banalysis%5D-how-deep-recession-will-affect-property-market-singapore-6294730.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[BTO MAY 2016) Bukit Panjang,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Bbto-may-2016-bukit-panjang-5382998.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[BTO NOV 15] Bidadari (Selection+Waiting),https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Bbto-nov-15%5D-bidadari-selection-waiting-5285827.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[BTO Nov 15] Punggol,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Bbto-nov-15%5D-punggol-5233891.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[Chat Chat] Neighborhood gossip,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Bchat-chat%5D-neighborhood-gossip-6406746.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[Condo or HDB resale when 35] Single,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Bcondo-hdb-resale-when-35%5D-single-6308702.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[Freehold] Dunearn 386,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Bfreehold%5D-dunearn-386-a-6215944.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[HDB Singles Scheme] Resale Flat,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Bhdb-singles-scheme%5D-resale-flat-6240598.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[HDB] Appeal to retain BTO with new fiancé,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Bhdb%5D-appeal-retain-bto-new-fianc%E9-6312787.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[JAN 2014 BTO] PUNGGOL BAYVIEW SHARING,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Bjan-2014-bto%5D-punggol-bayview-sharing-4645861.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[MAY 2017 BTO] Marsiling Grove /Woodlands Spring,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Bmay-2017-bto%5D-marsiling-grove-woodlands-spring-5625752.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[Official] November 2016 BTO - Punngol Matilda Sundeck / Trio Northshore / Waterway Sunrise 1,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Bofficial%5D-november-2016-bto-punngol-matilda-sundeck-trio-northshore-waterway-sunrise-1-a-5557829.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[Official] November 2016 BTO - Woodleigh Village,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Bofficial%5D-november-2016-bto-woodleigh-village-5545552.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[OFFICIAL] The Tapestry - Tampines Avenue 10 Parcel C,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Bofficial%5D-tapestry-tampines-avenue-10-parcel-c-5754224.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[Serious] Should I decouple from a jointly owned property?,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Bserious%5D-should-i-decouple-jointly-owned-property-6349630.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,[Updated] Record price for three-bedroom unit at The Sea View,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/%5Bupdated%5D-record-price-three-bedroom-unit-sea-view-6321827.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,<<Official February 2021 BTO>>,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/official-february-2021-bto-6351348.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,1.15mil for 16 years lease remaining KYM?,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/1-15mil-16-years-lease-remaining-kym-6475129.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,1.6mil reflections by the bay KYM,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/1-6mil-reflections-bay-kym-6366259.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,112 Telok Ayer Street up for sale at $8.8 mil,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/112-telok-ayer-street-up-sale-%248-8-mil-6475635.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,1BR condo rental potential in Bartley,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/1br-condo-rental-potential-bartley-5017972.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,1st Timer/2nd Timer question,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/1st-timer-2nd-timer-question-6412661.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,2 generation family getting 2 bto at the same time?,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/2-generation-family-getting-2-bto-same-time-6241390.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,2 room bto after 5 years mop very difficult to sell. Is it a myth?,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/2-room-bto-after-5-years-mop-very-difficult-sell-myth-6233842.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,2 room bto for singles. 1st appointment paid $500 option fee last week. When is the 2nd appointment?,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/2-room-bto-singles-1st-appointment-paid-%24500-option-fee-last-week-when-2nd-appointment-6480793.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,2 room resale HDB flat,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/2-room-resale-hdb-flat-6360558.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,2 room resale HDB flat,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/2-room-resale-hdb-flat-6326514.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,2 room resale hdb in non mature estate sell 250k also can sell,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/2-room-resale-hdb-non-mature-estate-sell-250k-also-can-sell-6356540.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,"2, 4 and 6 Mount Emily Road collectively sold for $18 mil",https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/2-4-6-mount-emily-road-collectively-sold-%2418-mil-6476182.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,"20 year old resale flat near Mrt at 600k Bukit Panjang Mrt, can buy as first home?",https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/20-year-old-resale-flat-near-mrt-600k-bukit-panjang-mrt-can-buy-first-home-6394310.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,2017 Aug BTO Sengkang - Rivervale Shores,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/2017-aug-bto-sengkang-rivervale-shores-5666109.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,2017 Feb BTO Punggol - Northshore Cove & Waterway Sunrise II,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/2017-feb-bto-punggol-northshore-cove-waterway-sunrise-ii-5596895.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,2020 new launch condos,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/2020-new-launch-condos-6288642.html,homeseekers-homemakers
https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/,2nd timer bto,https://forums.hardwarezone.com.sg/homeseekers-homemakers-74/2nd-timer-bto-4897499.html,homeseekers-homemakers
